merge_ins,4000,100,0.0004267,41878,45366,10.4695,11.3415
merge_ins,5000,100,0.0005225,55026,59514,11.0052,11.9028
merge_ins,6000,100,0.0006806,66300,71420,11.05,11.9033
merge_ins,7000,100,0.0008087,78377,84353,11.1967,12.0504
merge_ins,8000,100,0.0009238,91790,98766,11.4738,12.3458
merge_ins,9000,100,0.0010401,105654,113630,11.7393,12.6256
merge_ins,10000,100,0.0011297,120024,129000,12.0024,12.9
merge_ins,11000,100,0.0016025,134900,144876,12.2636,13.1705
merge_ins,12000,100,0.0014314,144573,154813,12.0478,12.9011
merge_ins,13000,100,0.0015724,156770,167722,12.0592,12.9017
merge_ins,14000,100,0.001691,170751,182703,12.1965,13.0502
merge_ins,15000,100,0.0018629,185068,198020,12.3379,13.2013
merge_ins,16000,100,0.0019851,199564,213516,12.4727,13.3447
merge_ins,17000,100,0.0034281,214340,229292,12.6082,13.4878
merge_ins,18000,100,0.0022213,229320,245272,12.74,13.6262
merge_ins,19000,100,0.0023281,244556,261508,12.8714,13.7636
merge_ins,20000,100,0.0024717,260070,278022,13.0035,13.9011
